ep,temp,t_real,checks
4853177,2.32,1,1:4.0
4853182,2.32,11,0:4.0
4853237,2.32,199,1:8.0
4853258,2.32,5,1:10.0
4853266,2.32,3,1:10.0
4853364,2.32,30,2:64.0
4853370,2.32,40,2:84.0
4853460,2.32,2,0:4.0
4853522,2.32,10,3:24.0
4853558,2.32,4,0:4.0
4853560,2.32,103,3:210.0
4853570,2.32,2,1:8.0;2:8.0;3:8.0
4853616,2.32,38,2:80.0
4853703,2.31,9,1:4.0
4853808,2.31,4,1:8.0;2:8.0
4853885,2.31,1,1:4.0;2:4.0
4853948,2.31,34,2:72.0
4853992,2.31,20,3:44.0
4854024,2.31,18,2:40.0
4854034,2.31,8,2:20.0
4854204,2.31,7,1:8.0
4854236,2.31,28,2:60.0
4854268,2.31,2,1:8.0;2:8.0;3:8.0
4854406,2.31,12,1:28.0
4854470,2.31,38,1:36.0
4854528,2.31,23,2:50.0
4854566,2.31,2,1:8.0;2:8.0;3:8.0
4854638,2.31,61,3:126.0
4854704,2.31,34,2:72.0
4854784,2.31,52,3:108.0
4854786,2.31,8,1:20.0;2:20.0
4854840,2.31,10,3:24.0
4854878,2.31,16,1:36.0
4854920,2.31,25,1:36.0;3:54.0
4855128,2.31,6,1:16.0;2:16.0;3:16.0
4855170,2.31,6,0:4.0
4855192,2.31,16,2:36.0
4855352,2.31,38,3:80.0
4855362,2.31,79,3:162.0
4855386,2.31,25,2:54.0
4855420,2.31,2,0:4.0
4855474,2.31,2,0:4.0
4855490,2.31,12,1:28.0;2:28.0;3:28.0
4855712,2.31,160,1:36.0
4855848,2.31,16,3:36.0
4855918,2.31,34,2:72.0
4855978,2.31,3,0:4.0
4856026,2.31,5,1:10.0
4856066,2.31,4,2:12.0
4856138,2.31,12,1:28.0;2:28.0
4856198,2.31,10,2:24.0
4856236,2.31,20,3:44.0
4856342,2.31,16,1:36.0
4856501,2.31,199,1:12.0
4856510,2.31,2,0:4.0
4856524,2.31,68,2:140.0
4856606,2.31,14,2:32.0
4856622,2.31,4,0:4.0;2:12.0
4856640,2.31,8,2:20.0
4856716,2.31,40,2:84.0
4856800,2.31,2,0:4.0;2:8.0
4856842,2.31,6,2:16.0
4856888,2.31,12,1:28.0;2:28.0;3:28.0
4856902,2.31,10,2:24.0
4857012,2.31,2,0:4.0
4857242,2.31,13,2:30.0
4857310,2.31,2,0:4.0
4857348,2.31,8,2:20.0
4857420,2.31,2,0:4.0
4857476,2.31,20,3:44.0
4857518,2.31,25,1:36.0
4857580,2.31,2,0:4.0
4857634,2.31,8,2:20.0
4857680,2.31,10,2:24.0
4857712,2.31,8,1:20.0;2:20.0
4857736,2.31,6,2:16.0
4857770,2.31,8,2:20.0
4857832,2.31,6,1:16.0
4857858,2.31,4,2:12.0
4857938,2.31,13,3:30.0
4858032,2.31,6,0:4.0
4858076,2.31,14,2:32.0
4858215,2.31,7,1:4.0
4858306,2.31,5,2:14.0
4858308,2.31,52,3:108.0
4858348,2.31,58,3:120.0
4858474,2.31,37,3:78.0
4858502,2.31,12,1:28.0;2:28.0;3:28.0
4858532,2.31,16,3:36.0
4858534,2.31,6,2:16.0
4858612,2.31,2,0:4.0;2:8.0
4858692,2.31,61,3:126.0
4858716,2.31,38,2:80.0
4858804,2.31,22,2:48.0
4858840,2.31,3,0:4.0;2:10.0
4858902,2.31,13,2:30.0
4858982,2.31,10,2:24.0
4858992,2.31,2,0:4.0
4859008,2.31,13,1:20.0
4859022,2.31,13,3:30.0
4859026,2.31,3,0:4.0
4859096,2.31,194,1:28.0
4859134,2.31,70,2:144.0
4859138,2.31,18,2:40.0
4859160,2.31,8,0:4.0
4859176,2.31,16,1:36.0
4859230,2.31,4,2:12.0
4859232,2.31,8,1:20.0;2:20.0;3:20.0
4859242,2.31,10,2:24.0
4859272,2.31,65,3:134.0
4859336,2.31,25,2:54.0
4859446,2.31,7,3:18.0
4859458,2.31,4,2:12.0
4859496,2.31,16,1:36.0
4859518,2.31,10,3:24.0
4859520,2.31,35,3:74.0
4859590,2.31,0,0:4.0;1:4.0
4859654,2.31,52,3:108.0
4859669,2.31,7,1:16.0
4859678,2.31,25,1:36.0
4859684,2.31,10,2:24.0
4859824,2.31,19,2:42.0
4859878,2.31,29,3:62.0
4859998,2.31,3,0:4.0
4860016,2.30,29,3:62.0
4860114,2.30,8,2:20.0
4860146,2.30,4,2:12.0
4860214,2.30,25,1:36.0
4860242,2.30,7,3:18.0
4860266,2.30,22,3:48.0
4860321,2.30,199,1:4.0
4860348,2.30,26,2:56.0
4860408,2.30,2,0:4.0
4860468,2.30,4,2:12.0
4860604,2.30,6,0:4.0
4860648,2.30,16,1:36.0;2:36.0;3:36.0
4860670,2.30,2,1:8.0;2:8.0;3:8.0
4860702,2.30,3,0:4.0
4860760,2.30,25,1:36.0
4860796,2.30,65,3:134.0
4860977,2.30,5,1:4.0
4861032,2.30,4,0:4.0
4861050,2.30,14,2:32.0
4861108,2.30,7,3:18.0
4861128,2.30,18,3:40.0
4861174,2.30,38,3:80.0
4861230,2.30,26,2:56.0
4861286,2.30,8,2:20.0
4861304,2.30,8,0:4.0
4861626,2.30,2,0:4.0
4861638,2.30,3,0:4.0
4861770,2.30,5,2:14.0
4861830,2.30,24,2:52.0
4861878,2.30,22,3:48.0
4861904,2.30,13,2:30.0
4861926,2.30,28,3:60.0
4861952,2.30,2,0:4.0
4861962,2.30,10,2:24.0
4861982,2.30,10,1:16.0;2:16.0
4862092,2.30,4,1:8.0
4862102,2.30,4,0:4.0
4862196,2.30,28,2:60.0
4862224,2.30,65,3:134.0
4862316,2.30,6,2:16.0
4862348,2.30,8,1:20.0;2:20.0;3:20.0
4862606,2.30,2,1:8.0;2:8.0;3:8.0
4862654,2.30,33,2:70.0
4862676,2.30,19,1:28.0
4862690,2.30,2,0:4.0
4862824,2.30,2,0:4.0
4862877,2.30,27,1:14.0
4862886,2.30,18,2:40.0
4862910,2.30,82,3:168.0
4862922,2.30,16,3:36.0
4863000,2.30,4,0:4.0;2:12.0
4863038,2.30,2,0:4.0
4863060,2.30,12,1:28.0;2:28.0;3:28.0
4863140,2.30,4,1:8.0
4863158,2.30,38,3:80.0
4863165,2.30,19,1:8.0
4863166,2.30,13,2:30.0
4863268,2.30,2,0:4.0
4863282,2.30,12,1:28.0
4863330,2.30,52,3:108.0
4863334,2.30,16,1:36.0
4863336,2.30,4,2:12.0
4863340,2.30,10,1:16.0
4863388,2.30,19,1:28.0
4863418,2.30,34,2:72.0
4863436,2.30,8,2:20.0
4863458,2.30,29,3:62.0
4863520,2.30,82,3:168.0
4863606,2.30,124,1:28.0
4863628,2.30,4,0:4.0;2:12.0
4863662,2.30,22,2:48.0
4863690,2.30,2,0:4.0;1:4.0;2:4.0
4863692,2.30,23,2:50.0
4863730,2.30,2,1:8.0;2:8.0;3:8.0
4863752,2.30,61,3:126.0
4863764,2.30,4,1:8.0
4863829,2.30,19,1:8.0
4863922,2.30,4,0:4.0;2:12.0
4863932,2.30,10,2:24.0
4863936,2.30,43,1:36.0;2:90.0
4864016,2.30,2,0:4.0
4864038,2.30,4,1:8.0;2:8.0
4864086,2.30,22,2:48.0
4864103,2.30,34,1:10.0
4864204,2.30,7,3:18.0
4864206,2.30,23,2:50.0
4864236,2.30,16,1:36.0;2:36.0;3:36.0
4864422,2.30,2,0:4.0
4864424,2.30,40,2:84.0
4864464,2.30,10,2:24.0
4864468,2.30,10,2:24.0
4864630,2.30,16,1:36.0;2:36.0;3:36.0
4864684,2.30,6,0:4.0
4864746,2.30,5,1:10.0;2:10.0
4864828,2.30,10,2:24.0
4864842,2.30,0,0:4.0;1:4.0
4864978,2.30,5,2:14.0
4864980,2.30,2,0:4.0
4865012,2.30,4,1:8.0
4865064,2.30,2,1:8.0;2:8.0;3:8.0
4865098,2.30,20,3:44.0
4865150,2.30,34,2:72.0
4865461,2.30,3,1:4.0
4865536,2.30,13,2:30.0
4865574,2.30,2,0:4.0
4865640,2.30,4,0:4.0
4865740,2.30,16,1:36.0;2:36.0
4865896,2.30,12,1:28.0;2:28.0;3:28.0
4865948,2.30,6,2:16.0
4866005,2.30,1,1:4.0
4866020,2.30,12,1:28.0;2:28.0;3:28.0
4866066,2.30,70,2:144.0
4866128,2.30,14,2:32.0
4866140,2.30,26,1:8.0;2:8.0
4866282,2.30,4,1:12.0;2:12.0;3:12.0
4866302,2.30,8,0:4.0;3:20.0
4866326,2.29,34,1:8.0
4866386,2.29,4,0:4.0
4866760,2.29,43,2:90.0
4866835,2.29,6,1:14.0
4866838,2.29,2,0:4.0
4866964,2.29,4,2:12.0
4867003,2.29,39,1:16.0
4867016,2.29,34,2:72.0
4867022,2.29,0,0:4.0;1:4.0
4867068,2.29,2,1:8.0;2:8.0;3:8.0
4867154,2.29,8,1:20.0;2:20.0;3:20.0
4867200,2.29,2,1:8.0;2:8.0;3:8.0
4867202,2.29,34,2:72.0
4867242,2.29,14,2:32.0
4867296,2.29,0,0:4.0;1:4.0;2:4.0;3:4.0
4867374,2.29,14,1:16.0
4867388,2.29,50,3:104.0
4867417,2.29,44,1:10.0
4867462,2.29,2,0:4.0;1:4.0;3:8.0
4867498,2.29,106,3:216.0
4867522,2.29,52,2:108.0
4867720,2.29,8,2:20.0
4867770,2.29,61,3:126.0
4867786,2.29,2,0:4.0;2:8.0
4867820,2.29,4,2:12.0
4867868,2.29,7,1:12.0;2:12.0
4867870,2.29,4,2:12.0
4868072,2.29,8,1:20.0;2:20.0;3:20.0
4868126,2.29,11,1:26.0
4868198,2.29,14,2:32.0
4868208,2.29,40,2:84.0
4868262,2.29,43,2:90.0
4868380,2.29,7,2:18.0
4868506,2.29,43,2:90.0
4868536,2.29,10,1:16.0;2:16.0
4868544,2.29,10,2:24.0
4868728,2.29,28,3:60.0
4868864,2.29,13,3:30.0
4868936,2.29,10,3:24.0
4868946,2.29,4,2:12.0
4868962,2.29,34,2:72.0
4868998,2.29,12,1:28.0
4869026,2.29,2,0:4.0
4869052,2.29,8,2:20.0
4869076,2.29,2,0:4.0
4869078,2.29,6,0:4.0
4869134,2.29,4,0:4.0
4869174,2.29,8,0:4.0
4869258,2.29,18,2:40.0
4869294,2.29,2,0:4.0
4869306,2.29,20,1:20.0
4869318,2.29,2,0:4.0
4869360,2.29,28,2:60.0
4869378,2.29,2,0:4.0;2:8.0
4869388,2.29,33,2:70.0
4869412,2.29,4,0:4.0
4869658,2.29,13,3:30.0
4869712,2.29,8,0:4.0
4869740,2.29,8,2:20.0
4869816,2.29,6,2:16.0
4869832,2.29,10,1:16.0;2:16.0
4869874,2.29,8,1:20.0;2:20.0;3:20.0
4869882,2.29,4,1:12.0;2:12.0
4869940,2.29,6,0:4.0
4870028,2.29,2,1:8.0;2:8.0
4870058,2.29,7,3:18.0
4870062,2.29,2,0:4.0;2:8.0
4870160,2.29,2,0:4.0;2:8.0
4870234,2.29,2,1:8.0
4870254,2.29,12,1:28.0;2:28.0;3:28.0
4870263,2.29,199,1:28.0
4870268,2.29,6,0:4.0
4870276,2.29,16,1:36.0;2:36.0;3:36.0
4870292,2.29,198,1:12.0
4870294,2.29,13,1:20.0
4870302,2.29,43,2:90.0
4870334,2.29,6,2:16.0
4870350,2.29,2,1:8.0;2:8.0;3:8.0
4870448,2.29,10,2:24.0
4870458,2.29,8,2:20.0
4870478,2.29,8,2:20.0
4870528,2.29,10,2:24.0
4870576,2.29,3,0:4.0
4870686,2.29,23,1:34.0
4870704,2.29,30,2:64.0
4870706,2.29,2,1:8.0;2:8.0;3:8.0
4870884,2.29,7,1:12.0
4870908,2.29,6,1:16.0
4870944,2.29,12,1:28.0;2:28.0;3:28.0
4871008,2.29,10,2:24.0
4871044,2.29,4,0:4.0
4871230,2.29,6,2:16.0
4871258,2.29,12,1:28.0;2:28.0
4871310,2.29,4,0:4.0
4871370,2.29,18,2:40.0
4871390,2.29,2,1:8.0
4871460,2.29,7,1:12.0;2:12.0
4871480,2.29,3,1:10.0;2:10.0;3:10.0
4871494,2.29,52,2:108.0
4871568,2.29,5,1:10.0
4871716,2.29,2,0:4.0
4871754,2.29,52,1:12.0
4871802,2.29,2,1:8.0;2:8.0;3:8.0
4871812,2.29,12,1:28.0
4871874,2.29,48,2:100.0
4871954,2.29,16,3:36.0
4871978,2.29,10,1:16.0;2:16.0
4872008,2.29,2,0:4.0
4872016,2.29,13,2:30.0
4872028,2.29,8,2:20.0
4872074,2.29,18,2:40.0
4872102,2.29,4,0:4.0
4872106,2.29,4,0:4.0;2:12.0
4872133,2.29,11,1:12.0
4872260,2.29,13,2:30.0
4872313,2.29,44,1:10.0
4872320,2.29,25,1:36.0;3:54.0
4872328,2.29,10,2:24.0
4872447,2.29,199,1:8.0
4872730,2.28,19,2:42.0
4872748,2.28,34,3:72.0
4872824,2.28,4,0:4.0;3:12.0
4872884,2.28,9,1:22.0;2:22.0
4872886,2.28,2,1:8.0
4872944,2.28,4,2:12.0
4873014,2.28,18,2:40.0
4873090,2.28,6,0:4.0
4873124,2.28,34,2:72.0
4873150,2.28,25,1:36.0;2:36.0
4873192,2.28,16,2:36.0
4873217,2.28,76,1:22.0
4873326,2.28,6,2:16.0
4873366,2.28,34,2:72.0
4873390,2.28,26,2:56.0
4873412,2.28,34,2:72.0
4873424,2.28,4,0:4.0
4873448,2.28,2,0:4.0
4873578,2.28,13,3:30.0
4873616,2.28,8,2:20.0
4873678,2.28,5,1:10.0
4873706,2.28,16,1:36.0;2:36.0
4873740,2.28,8,1:20.0
4873818,2.28,40,2:84.0
4873822,2.28,16,1:36.0
4873862,2.28,14,2:32.0
4873904,2.28,2,0:4.0
4873967,2.28,4,1:10.0
4874020,2.28,4,1:8.0
4874059,2.28,9,1:8.0
4874076,2.28,2,0:4.0
4874081,2.28,17,1:4.0
4874242,2.28,6,2:16.0
4874246,2.28,29,3:62.0
4874272,2.28,13,3:30.0
4874356,2.28,12,1:28.0;2:28.0;3:28.0
4874387,2.28,98,1:22.0
4874412,2.28,5,1:10.0
4874417,2.28,199,1:8.0
4874460,2.28,6,1:16.0;2:16.0;3:16.0
4874488,2.28,4,2:12.0
4874490,2.28,23,2:50.0
4874566,2.28,2,0:4.0
4874604,2.28,25,2:54.0
4874736,2.28,12,1:28.0;2:28.0;3:28.0
4874765,2.28,34,1:28.0
4874868,2.28,35,3:74.0
4874980,2.28,2,0:4.0
4875080,2.28,3,0:4.0
4875084,2.28,25,2:54.0
4875110,2.28,3,0:4.0
4875296,2.28,16,1:36.0
4875406,2.28,19,1:28.0;2:28.0
4875470,2.28,3,0:4.0
4875478,2.28,22,2:48.0
4875541,2.28,199,1:4.0
4875582,2.28,2,0:4.0
4875642,2.28,6,1:16.0;2:16.0;3:16.0
4875650,2.28,4,2:12.0
4875652,2.28,8,2:20.0
4875670,2.28,26,2:56.0
4875814,2.28,19,1:28.0;2:28.0
4875937,2.28,9,1:4.0
4875958,2.28,5,1:10.0;2:10.0
4876050,2.28,2,0:4.0
4876080,2.28,6,2:16.0
4876086,2.28,23,1:10.0;2:10.0
4876180,2.28,28,2:60.0
4876214,2.28,34,2:72.0
4876226,2.28,2,0:4.0
4876254,2.28,16,2:36.0
4876284,2.28,14,1:22.0
4876368,2.28,2,0:4.0
4876450,2.28,13,3:30.0
4876470,2.28,6,0:4.0
4876486,2.28,10,1:16.0;2:16.0
4876504,2.28,38,1:8.0
4876524,2.28,2,0:4.0
4876556,2.28,12,1:28.0;2:28.0;3:28.0
4876606,2.28,19,2:42.0
4876622,2.28,3,0:4.0
4876764,2.28,12,1:28.0;2:28.0;3:28.0
4876830,2.28,5,2:14.0
4876980,2.28,18,2:40.0
4877046,2.28,2,0:4.0
4877072,2.28,6,1:16.0;2:16.0;3:16.0
4877127,2.28,11,1:8.0
4877168,2.28,23,2:50.0
4877201,2.28,49,1:50.0
4877240,2.28,4,1:8.0
4877284,2.28,10,2:24.0
4877378,2.28,24,2:52.0
4877451,2.28,5,1:4.0
4877558,2.28,4,1:12.0;2:12.0
4877622,2.28,4,2:12.0
4877678,2.28,2,0:4.0
4877692,2.28,22,2:48.0
4877728,2.28,22,3:48.0
4877766,2.28,18,2:40.0
4877798,2.28,2,0:4.0
4877842,2.28,3,0:4.0;2:10.0
4877850,2.28,2,0:4.0;2:8.0
4878015,2.28,10,1:22.0
4878032,2.28,2,0:4.0;2:8.0
4878078,2.28,19,1:28.0
4878128,2.28,10,2:24.0
4878134,2.28,7,2:18.0
4878154,2.28,34,2:72.0
4878164,2.28,20,3:44.0
4878302,2.28,4,1:8.0
4878304,2.28,16,2:36.0
4878346,2.28,7,3:18.0
4878390,2.28,52,3:108.0
4878410,2.28,8,1:20.0;2:20.0;3:20.0
4878536,2.28,26,2:56.0
4878680,2.28,13,1:20.0
4878694,2.28,43,2:90.0
4878781,2.28,35,1:8.0
4878790,2.28,16,3:36.0
4878822,2.28,25,1:36.0;2:36.0
4878824,2.28,106,3:216.0
4878841,2.28,3,1:4.0
4878910,2.28,10,2:24.0
4878942,2.28,8,2:20.0
4878990,2.27,2,1:8.0
4879113,2.27,62,1:14.0
4879160,2.27,28,3:60.0
4879240,2.27,118,3:240.0
4879298,2.27,2,0:4.0
4879368,2.27,4,2:12.0
4879394,2.27,12,1:28.0;2:28.0;3:28.0
4879396,2.27,2,0:4.0
4879504,2.27,2,0:4.0
4879612,2.27,16,2:36.0
4879626,2.27,61,3:126.0
4879706,2.27,12,1:28.0
4879874,2.27,4,1:8.0
4879900,2.27,2,0:4.0;1:4.0
4879922,2.27,16,1:36.0
4879931,2.27,199,1:10.0
4880064,2.27,4,0:4.0
4880180,2.27,178,1:36.0
4880202,2.27,40,2:84.0
4880272,2.27,8,2:20.0
4880278,2.27,23,2:50.0
4880380,2.27,40,2:84.0
4880414,2.27,4,2:12.0
4880532,2.27,25,2:54.0
4880562,2.27,19,1:28.0
4880566,2.27,33,2:70.0
4880574,2.27,124,1:36.0;2:36.0
4880670,2.27,8,1:20.0;2:20.0;3:20.0
4880718,2.27,35,3:74.0
4880742,2.27,33,2:70.0
4880744,2.27,4,0:4.0
4880772,2.27,8,0:4.0
4880908,2.27,12,1:28.0
4880916,2.27,10,3:24.0
4880928,2.27,2,0:4.0
4880978,2.27,6,2:16.0
4881004,2.27,16,1:36.0;2:36.0;3:36.0
4881048,2.27,25,2:54.0
4881074,2.27,2,0:4.0
4881174,2.27,12,1:28.0
4881206,2.27,8,0:4.0
4881242,2.27,8,1:20.0;2:20.0;3:20.0
4881264,2.27,4,1:8.0
4881343,2.27,69,1:28.0
4881348,2.27,2,0:4.0
4881396,2.27,5,2:14.0
4881494,2.27,43,2:90.0
4881542,2.27,14,2:32.0
4881562,2.27,19,1:28.0
4881592,2.27,4,1:12.0;2:12.0
4881680,2.27,18,3:40.0
4881746,2.27,16,2:36.0
4881824,2.27,2,1:8.0
4881856,2.27,2,0:4.0
4881932,2.27,198,1:20.0
4881977,2.27,9,1:4.0
4882030,2.27,10,2:24.0
4882074,2.27,43,3:90.0
4882122,2.27,34,2:72.0
4882178,2.27,28,2:60.0
4882232,2.27,2,0:4.0
4882246,2.27,2,0:4.0
4882296,2.27,18,2:40.0
4882334,2.27,2,0:4.0;2:8.0
4882348,2.27,4,1:8.0
4882384,2.27,2,0:4.0
4882436,2.27,2,1:8.0
4882460,2.27,19,1:28.0;3:42.0
4882500,2.27,4,1:8.0;2:8.0
4882592,2.27,34,2:72.0
4882608,2.27,16,2:36.0
4882664,2.27,2,1:8.0;2:8.0
4882774,2.27,4,1:8.0
4882796,2.27,16,2:36.0
4882880,2.27,13,2:30.0
4882882,2.27,6,0:4.0
4882998,2.27,8,2:20.0
4883018,2.27,12,1:28.0
4883038,2.27,40,2:84.0
4883052,2.27,10,2:24.0
4883058,2.27,4,1:8.0
4883098,2.27,10,2:24.0
4883124,2.27,10,2:24.0
4883189,2.27,19,1:10.0
4883236,2.27,8,2:20.0
4883474,2.27,25,2:54.0
4883510,2.27,4,1:12.0
4883590,2.27,52,3:108.0
4883630,2.27,43,2:90.0
4883695,2.27,29,1:12.0
4883736,2.27,13,3:30.0
4883846,2.27,3,0:4.0
4883888,2.27,23,2:50.0
4883904,2.27,12,1:28.0;2:28.0;3:28.0
4883934,2.27,2,1:8.0
4884004,2.27,40,0:4.0
4884053,2.27,199,1:10.0
4884112,2.27,25,2:54.0
4884202,2.27,2,1:8.0
4884228,2.27,8,2:20.0
4884296,2.27,2,0:4.0
4884328,2.27,8,2:20.0
4884422,2.27,13,2:30.0
4884438,2.27,2,0:4.0;1:4.0
4884500,2.27,2,1:8.0
4884518,2.27,6,1:16.0;2:16.0;3:16.0
4884654,2.27,124,1:28.0
4884700,2.27,2,0:4.0
4884702,2.27,38,3:80.0
4884726,2.27,8,2:20.0
4884796,2.27,8,1:20.0;2:20.0;3:20.0
4884872,2.27,2,0:4.0
4884884,2.27,4,2:12.0
4884890,2.27,43,3:90.0
4884942,2.27,34,2:72.0
4884962,2.27,2,1:8.0;2:8.0
4885040,2.27,13,2:30.0
4885072,2.27,2,0:4.0
4885168,2.27,23,2:50.0
4885171,2.27,89,1:20.0
4885286,2.26,6,1:8.0;3:16.0
4885386,2.26,13,2:30.0
4885414,2.26,16,2:36.0
4885520,2.26,13,1:20.0;2:20.0
4885534,2.26,6,2:16.0
4885554,2.26,10,2:24.0
4885642,2.26,25,2:54.0
4885696,2.26,3,0:4.0
4885760,2.26,14,2:32.0
4885797,2.26,5,1:4.0
4885828,2.26,70,2:144.0
4885932,2.26,25,1:36.0;2:36.0
4886056,2.26,2,0:4.0
4886082,2.26,54,2:112.0
4886302,2.26,16,1:36.0
4886308,2.26,2,1:8.0;2:8.0;3:8.0
4886316,2.26,33,2:70.0
4886344,2.26,28,2:60.0
4886346,2.26,7,1:8.0
4886348,2.26,31,3:66.0
4886386,2.26,2,0:4.0
4886432,2.26,6,2:16.0
4886440,2.26,25,1:36.0
4886520,2.26,4,2:12.0
4886550,2.26,16,3:36.0
4886554,2.26,16,1:36.0
4886622,2.26,2,0:4.0
4886654,2.26,2,1:8.0;2:8.0
4886698,2.26,38,2:80.0
4886704,2.26,2,0:4.0
4886738,2.26,2,0:4.0;2:8.0
4886757,2.26,35,1:8.0
4886836,2.26,16,1:36.0;2:36.0
4886866,2.26,26,2:56.0
4886868,2.26,16,1:36.0;2:36.0;3:36.0
4886910,2.26,34,2:72.0
4886940,2.26,18,2:40.0
4886970,2.26,2,0:4.0
4886982,2.26,8,2:20.0
4886996,2.26,8,2:20.0
4887020,2.26,16,3:36.0
4887046,2.26,16,0:4.0
4887052,2.26,40,2:84.0
4887064,2.26,23,2:50.0
4887144,2.26,6,0:4.0
4887198,2.26,4,2:12.0
4887288,2.26,10,2:24.0
4887320,2.26,14,3:32.0
4887404,2.26,10,3:24.0
4887507,2.26,4,1:10.0
4887514,2.26,12,1:28.0;2:28.0;3:28.0
4887522,2.26,13,1:20.0;3:30.0
4887546,2.26,10,3:24.0
4887550,2.26,52,3:108.0
4887565,2.26,10,1:22.0
4887706,2.26,34,2:72.0
4887852,2.26,35,3:74.0
4887892,2.26,3,0:4.0
4887938,2.26,43,3:90.0
4887946,2.26,6,2:16.0
4887976,2.26,2,1:8.0;2:8.0;3:8.0
4888004,2.26,2,0:4.0
4888042,2.26,2,1:8.0;2:8.0
4888088,2.26,4,0:4.0
4888150,2.26,19,1:28.0
4888158,2.26,10,3:24.0
4888174,2.26,4,0:4.0;2:12.0
4888188,2.26,25,1:36.0
4888222,2.26,4,1:8.0
4888238,2.26,5,2:14.0
4888368,2.26,2,1:8.0;2:8.0;3:8.0
4888582,2.26,2,0:4.0
4888764,2.26,2,0:4.0
4888768,2.26,4,0:4.0
4888776,2.26,5,2:14.0
4888778,2.26,26,2:56.0
4888830,2.26,52,2:108.0
4888866,2.26,25,1:36.0
4889016,2.26,6,2:16.0
4889084,2.26,58,3:120.0
4889162,2.26,54,2:112.0
4889176,2.26,2,0:4.0;1:4.0
4889254,2.26,8,2:20.0
4889378,2.26,34,2:72.0
4889386,2.26,10,3:24.0
4889508,2.26,18,2:40.0
4889647,2.26,23,1:12.0
4889648,2.26,198,0:4.0
4889656,2.26,19,2:42.0
4889675,2.26,199,1:22.0
4889730,2.26,33,2:70.0
4889741,2.26,199,1:22.0
4889768,2.26,22,2:48.0
4889776,2.26,70,2:144.0
4889806,2.26,14,2:32.0
4889834,2.26,4,1:12.0;2:12.0
4889844,2.26,4,2:12.0
4889872,2.26,12,1:28.0;2:28.0;3:28.0
4889938,2.26,4,0:4.0;2:12.0
4890034,2.26,160,1:36.0
4890076,2.26,3,0:4.0
4890106,2.26,2,0:4.0
4890258,2.26,6,2:16.0
4890326,2.26,37,2:78.0
4890454,2.26,4,1:8.0
4890468,2.26,2,0:4.0
4890506,2.26,13,2:30.0
4890583,2.26,1,1:4.0
4890588,2.26,10,2:24.0
4890594,2.26,8,2:20.0
4890630,2.26,5,2:14.0
4890632,2.26,6,1:16.0;2:16.0;3:16.0
4890762,2.26,50,3:104.0
4890920,2.26,13,1:20.0
4890932,2.26,4,2:12.0
4891084,2.26,2,0:4.0
4891102,2.26,4,2:12.0
4891148,2.26,65,3:134.0
4891150,2.26,34,2:72.0
4891228,2.26,13,3:30.0
4891616,2.25,10,2:24.0
4891666,2.25,13,2:30.0
4891760,2.25,34,2:72.0
4891766,2.25,2,1:8.0
4891776,2.25,5,1:10.0
4891850,2.25,25,3:54.0
4891882,2.25,43,2:90.0
4891951,2.25,53,1:12.0
4892050,2.25,2,0:4.0
4892060,2.25,3,0:4.0
4892162,2.25,18,2:40.0
4892188,2.25,16,2:36.0
4892254,2.25,4,0:4.0
4892292,2.25,10,2:24.0
4892416,2.25,8,2:20.0
4892536,2.25,8,2:20.0
4892654,2.25,19,2:42.0
4892702,2.25,6,2:16.0
4892770,2.25,2,0:4.0
4892786,2.25,40,3:84.0
4892836,2.25,43,2:90.0
4892914,2.25,2,1:8.0
4892918,2.25,16,1:36.0;2:36.0;3:36.0
4892948,2.25,34,3:72.0
4892960,2.25,2,0:4.0;2:8.0
4893052,2.25,13,2:30.0
4893110,2.25,7,3:18.0
4893166,2.25,16,3:36.0
4893286,2.25,4,1:8.0
4893333,2.25,54,1:22.0
4893616,2.25,7,1:12.0
4893642,2.25,40,2:84.0
4893672,2.25,2,0:4.0
4893773,2.25,9,1:4.0
4893870,2.25,6,2:16.0
4893964,2.25,22,2:48.0
4893980,2.25,16,1:36.0
4894056,2.25,26,1:28.0
4894060,2.25,14,2:32.0
4894314,2.25,16,1:36.0
4894316,2.25,2,0:4.0
4894376,2.25,2,0:4.0
4894386,2.25,10,2:24.0
4894390,2.25,61,3:126.0
4894398,2.25,0,0:4.0;1:4.0
4894408,2.25,10,2:24.0
4894532,2.25,19,1:28.0
4894542,2.25,2,1:8.0
4894550,2.25,10,2:24.0
4894557,2.25,17,1:4.0
4894612,2.25,6,1:16.0
4894630,2.25,13,3:30.0
4894668,2.25,13,1:20.0
4894744,2.25,23,2:50.0
4894790,2.25,29,3:62.0
4894794,2.25,6,1:16.0;2:16.0;3:16.0
4894830,2.25,2,1:8.0
4894854,2.25,40,2:84.0
4894904,2.25,43,3:90.0
4895034,2.25,3,0:4.0
4895066,2.25,7,3:18.0
4895072,2.25,16,1:36.0;2:36.0;3:36.0
4895124,2.25,6,2:16.0
4895183,2.25,9,1:4.0
4895320,2.25,34,2:72.0
4895346,2.25,106,3:216.0
4895454,2.25,16,1:36.0;2:36.0;3:36.0
4895476,2.25,2,0:4.0
4895479,2.25,1,1:4.0
4895636,2.25,7,0:4.0;3:18.0
4895654,2.25,52,2:108.0
4895730,2.25,16,3:36.0
4895802,2.25,13,2:30.0
4895870,2.25,38,3:80.0
4895874,2.25,8,2:20.0
4896072,2.25,4,0:4.0
