mode,eps_min,alpha_min,weight
absorption,1.7822,0.154105,6
absorption,1.1933,0.123873,8
absorption,1.3656,0.141760,8
absorption,1.4720,0.127286,4
absorption,3.4302,0.356067,4
absorption,0.1862,0.011874,1
absorption,1.4168,0.122513,4
absorption,3.1703,0.425693,7
absorption,0.1065,0.006792,1
absorption,1.2174,0.077641,2
absorption,0.2727,0.023584,2
absorption,1.1418,0.118520,3
absorption,0.1740,0.015049,1
absorption,0.0447,0.002851,2
absorption,1.0956,0.069874,1
absorption,0.1002,0.006388,1
absorption,1.7186,0.178398,1
absorption,0.1640,0.017025,1
absorption,1.5402,0.155705,14
absorption,1.7533,0.177249,7
absorption,0.6157,0.062244,8
absorption,0.3846,0.038882,5
absorption,1.8032,0.182295,21
absorption,0.5724,0.057863,8
absorption,1.9370,0.195822,9
absorption,5.8572,0.733580,7
absorption,0.9916,0.084241,6
absorption,0.3578,0.018716,4
absorption,0.7745,0.096996,13
absorption,0.3731,0.037715,9
absorption,1.4272,0.144281,3
absorption,0.7476,0.075580,10
absorption,0.0834,0.007087,4
absorption,0.8407,0.084993,9
absorption,0.4995,0.050497,4
absorption,1.1043,0.138303,13
absorption,14.6914,1.840013,7
absorption,2.2280,0.189279,6
absorption,1.1578,0.145009,6
absorption,1.5178,0.190092,14
absorption,3.5811,0.362023,12
absorption,0.6294,0.032927,2
absorption,0.5858,0.059222,4
absorption,2.2172,0.224145,14
absorption,0.1497,0.007833,1
absorption,0.0318,0.003219,2
absorption,0.8727,0.088223,8
absorption,2.2527,0.191378,1
absorption,1.3972,0.141245,7
absorption,1.8452,0.156758,2
absorption,1.8396,0.185973,5
absorption,1.3312,0.113093,3
absorption,0.8713,0.045580,2
absorption,1.6958,0.171437,1
absorption,0.3780,0.032110,1
absorption,0.1614,0.013712,1
absorption,0.6510,0.055307,3
absorption,0.1066,0.005579,2
absorption,0.7079,0.060136,4
absorption,0.0110,0.000575,1
absorption,0.0903,0.004724,1
absorption,1.3287,0.112877,1
absorption,0.0950,0.004968,1
absorption,2.8188,0.459644,12
absorption,0.8565,0.091644,17
absorption,2.3544,0.383917,11
absorption,0.8916,0.095400,4
absorption,0.7455,0.079759,4
absorption,0.4168,0.032705,2
absorption,0.2926,0.031307,19
absorption,5.1332,0.837035,11
absorption,1.9307,0.151479,4
absorption,3.6235,0.590862,9
absorption,0.8642,0.092467,17
absorption,0.8235,0.064611,3
absorption,0.8954,0.146015,13
absorption,1.0312,0.080905,7
absorption,0.0328,0.005342,12
absorption,2.0821,0.163354,2
absorption,1.3153,0.103194,1
absorption,1.6176,0.173073,6
absorption,0.2743,0.021521,6
absorption,1.4333,0.233715,5
absorption,0.2816,0.030131,7
absorption,0.6406,0.037061,4
absorption,1.5072,0.245766,7
absorption,2.5401,0.199295,5
absorption,1.8511,0.107088,4
absorption,1.0913,0.177944,11
absorption,2.8969,0.472386,8
absorption,1.0211,0.109255,12
absorption,1.2511,0.133853,10
absorption,3.7770,0.615890,7
absorption,0.1626,0.026516,13
absorption,0.3927,0.022716,1
absorption,0.2195,0.023481,10
absorption,0.0444,0.004753,10
absorption,2.0356,0.217799,3
absorption,0.2183,0.012630,1
absorption,2.8778,0.469268,7
absorption,0.4899,0.052412,6
absorption,1.8040,0.141536,2
absorption,0.0165,0.001765,2
absorption,0.3642,0.038971,3
absorption,0.3070,0.017759,2
absorption,2.3062,0.180938,2
absorption,1.3448,0.219291,7
absorption,0.2672,0.028585,3
absorption,1.0579,0.113184,8
absorption,0.3599,0.020822,1
absorption,2.4401,0.191445,2
absorption,0.2179,0.012607,2
absorption,2.0503,0.160861,1
absorption,0.6536,0.037814,1
absorption,3.3758,0.427039,14
absorption,0.5513,0.069740,12
absorption,0.7999,0.077185,2
absorption,2.3055,0.222472,10
absorption,5.1648,0.653354,9
absorption,1.7410,0.167993,1
absorption,0.7028,0.088905,10
absorption,1.3912,0.134242,16
absorption,0.1062,0.010250,4
absorption,0.6947,0.087883,13
absorption,5.8320,0.737756,16
absorption,2.2292,0.215108,8
absorption,4.2455,0.537058,8
absorption,0.1473,0.014209,3
absorption,0.2196,0.021193,2
absorption,1.9263,0.146843,7
absorption,1.2612,0.159543,13
absorption,1.1489,0.087578,6
absorption,1.5795,0.199810,10
absorption,0.8281,0.079904,7
absorption,0.3483,0.026554,6
absorption,0.5262,0.024413,2
absorption,0.6018,0.027919,2
absorption,1.2297,0.118655,8
absorption,0.3759,0.036272,8
absorption,2.0475,0.259017,7
absorption,2.2604,0.218117,12
absorption,2.0283,0.154619,8
absorption,1.0882,0.137660,13
absorption,3.9355,0.379751,10
absorption,4.1871,0.529673,8
absorption,0.7296,0.033847,2
absorption,0.2132,0.016252,1
absorption,7.0266,0.888868,8
absorption,0.6152,0.059361,9
absorption,2.9009,0.366971,7
absorption,0.9091,0.069298,5
absorption,0.2974,0.028694,7
absorption,2.3770,0.300697,9
absorption,0.7860,0.059920,4
absorption,1.2072,0.116488,8
absorption,1.0677,0.103023,15
absorption,0.7786,0.098496,9
absorption,0.2613,0.019918,3
absorption,0.0254,0.001938,2
absorption,0.4555,0.034722,1
absorption,0.6227,0.060088,7
absorption,1.1445,0.110436,2
absorption,0.0051,0.000236,1
absorption,1.9601,0.189139,4
absorption,0.8983,0.068481,1
absorption,1.0102,0.077005,1
absorption,0.2437,0.023511,1
absorption,0.6221,0.060027,4
absorption,0.0898,0.004167,1
absorption,0.9878,0.075297,1
absorption,0.7664,0.058425,1
absorption,2.1946,0.211771,2
absorption,1.4829,0.068794,1
absorption,0.2897,0.013440,1
absorption,0.5972,0.045525,1
masking,1.5189,0.157670,4
